"label","col 1","col 2","col 3","col 4","col 5","col 6","row_type","anbr","indentme","roworder","newrows","newpage"
"DIARRHOEA","2 (6.9%)","2 (3.9%)","4 (5.0%)","0","6.9 (-2.3, 16.1)","3.9 (-1.4, 9.2)","VALUE",6,1,48,0,0
"NAUSEA","2 (6.9%)","0","2 (2.5%)","0","6.9 (-2.3, 16.1)","0.0 (0.0, 0.0)","VALUE",6,1,49,0,0
"ABDOMINAL DISCOMFORT","1 (3.4%)","0","1 (1.2%)","0","3.4 (-3.2, 10.1)","0.0 (0.0, 0.0)","VALUE",6,1,50,0,0
"ABDOMINAL PAIN","0","1 (2.0%)","1 (1.2%)","1 (3.0%)","-3.0 (-8.9, 2.8)","-1.1 (-8.0, 5.9)","VALUE",6,1,51,0,0
"DYSPEPSIA","0","1 (2.0%)","1 (1.2%)","0","0.0 (0.0, 0.0)","2.0 (-1.8, 5.8)","VALUE",6,1,52,0,0
"RECTAL HAEMORRHAGE","0","1 (2.0%)","1 (1.2%)","0","0.0 (0.0, 0.0)","2.0 (-1.8, 5.8)","VALUE",6,1,53,0,0
"SALIVARY HYPERSECRETION","1 (3.4%)","0","1 (1.2%)","0","3.4 (-3.2, 10.1)","0.0 (0.0, 0.0)","VALUE",6,1,54,0,0
"VOMITING","1 (3.4%)","0","1 (1.2%)","0","3.4 (-3.2, 10.1)","0.0 (0.0, 0.0)","VALUE",6,1,55,0,0
"CONSTIPATION","0","0","0","1 (3.0%)","-3.0 (-8.9, 2.8)","-3.0 (-8.9, 2.8)","VALUE",6,1,56,0,0
"Infections and infestations","3 (10.3%)","4 (7.8%)","7 (8.8%)","8 (24.2%)","-13.9 (-32.2, 4.5)","-16.4 (-32.8, -0.0)","VALUE",7,0,56,1,0
"NASOPHARYNGITIS","2 (6.9%)","2 (3.9%)","4 (5.0%)","2 (6.1%)","0.8 (-11.5, 13.1)","-2.1 (-11.9, 7.6)","VALUE",7,1,57,0,0
"CELLULITIS","0","1 (2.0%)","1 (1.2%)","0","0.0 (0.0, 0.0)","2.0 (-1.8, 5.8)","VALUE",7,1,58,0,0
"INFLUENZA","1 (3.4%)","0","1 (1.2%)","0","3.4 (-3.2, 10.1)","0.0 (0.0, 0.0)","VALUE",7,1,59,0,0
"PNEUMONIA","0","1 (2.0%)","1 (1.2%)","0","0.0 (0.0, 0.0)","2.0 (-1.8, 5.8)","VALUE",7,1,60,0,0
"BRONCHITIS","0","0","0","1 (3.0%)","-3.0 (-8.9, 2.8)","-3.0 (-8.9, 2.8)","VALUE",7,1,61,0,0
"LOCALISED INFECTION","0","0","0","1 (3.0%)","-3.0 (-8.9, 2.8)","-3.0 (-8.9, 2.8)","VALUE",7,1,62,0,0
"UPPER RESPIRATORY TRACT INFECTION","0","0","0","3 (9.1%)","-9.1 (-18.9, 0.7)","-9.1 (-18.9, 0.7)","VALUE",7,1,63,0,0
"URINARY TRACT INFECTION","0","0","0","1 (3.0%)","-3.0 (-8.9, 2.8)","-3.0 (-8.9, 2.8)","VALUE",7,1,64,0,0
"Injury, poisoning and procedural complications","1 (3.4%)","4 (7.8%)","5 (6.2%)","1 (3.0%)","0.4 (-8.4, 9.3)","4.8 (-4.6, 14.2)","VALUE",8,0,64,1,0
"FALL","1 (3.4%)","2 (3.9%)","3 (3.8%)","0","3.4 (-3.2, 10.1)","3.9 (-1.4, 9.2)","VALUE",8,1,65,0,0
"SKIN LACERATION","0","2 (3.9%)","2 (2.5%)","0","0.0 (0.0, 0.0)","3.9 (-1.4, 9.2)","VALUE",8,1,66,0,0
"CONTUSION","0","1 (2.0%)","1 (1.2%)","0","0.0 (0.0, 0.0)","2.0 (-1.8, 5.8)","VALUE",8,1,67,0,0
"FACIAL BONES FRACTURE","1 (3.4%)","0","1 (1.2%)","0","3.4 (-3.2, 10.1)","0.0 (0.0, 0.0)","VALUE",8,1,68,0,0
"WOUND","0","1 (2.0%)","1 (1.2%)","0","0.0 (0.0, 0.0)","2.0 (-1.8, 5.8)","VALUE",8,1,69,0,0
"HIP FRACTURE","0","0","0","1 (3.0%)","-3.0 (-8.9, 2.8)","-3.0 (-8.9, 2.8)","VALUE",8,1,70,0,0
"Investigations","1 (3.4%)","3 (5.9%)","4 (5.0%)","4 (12.1%)","-8.7 (-21.6, 4.3)","-6.2 (-19.1, 6.6)","VALUE",9,0,70,1,0
"BLOOD GLUCOSE INCREASED","1 (3.4%)","0","1 (1.2%)","0","3.4 (-3.2, 10.1)","0.0 (0.0, 0.0)","VALUE",9,1,71,0,0
"BODY TEMPERATURE INCREASED","0","1 (2.0%)","1 (1.2%)","0","0.0 (0.0, 0.0)","2.0 (-1.8, 5.8)","VALUE",9,1,72,0,0
"ELECTROCARDIOGRAM ST SEGMENT DEPRESSION","0","1 (2.0%)","1 (1.2%)","2 (6.1%)","-6.1 (-14.2, 2.1)","-4.1 (-13.1, 4.9)","VALUE",9,1,73,0,0
"ELECTROCARDIOGRAM T WAVE AMPLITUDE DECREASED","0","1 (2.0%)","1 (1.2%)","0","0.0 (0.0, 0.0)","2.0 (-1.8, 5.8)","VALUE",9,1,74,0,0
"BLOOD ALKALINE PHOSPHATASE INCREASED","0","0","0","1 (3.0%)","-3.0 (-8.9, 2.8)","-3.0 (-8.9, 2.8)","VALUE",9,1,75,0,0
"BLOOD URINE PRESENT","0","0","0","1 (3.0%)","-3.0 (-8.9, 2.8)","-3.0 (-8.9, 2.8)","VALUE",9,1,76,0,0
"Musculoskeletal and connective tissue disorders","2 (6.9%)","2 (3.9%)","4 (5.0%)","0","6.9 (-2.3, 16.1)","3.9 (-1.4, 9.2)","VALUE",10,0,76,1,0
"BACK PAIN","2 (6.9%)","0","2 (2.5%)","0","6.9 (-2.3, 16.1)","0.0 (0.0, 0.0)","VALUE",10,1,77,0,0
"ARTHRALGIA","1 (3.4%)","0","1 (1.2%)","0","3.4 (-3.2, 10.1)","0.0 (0.0, 0.0)","VALUE",10,1,78,0,0
"MUSCLE SPASMS","0","1 (2.0%)","1 (1.2%)","0","0.0 (0.0, 0.0)","2.0 (-1.8, 5.8)","VALUE",10,1,79,0,0
"MUSCULAR WEAKNESS","0","1 (2.0%)","1 (1.2%)","0","0.0 (0.0, 0.0)","2.0 (-1.8, 5.8)","VALUE",10,1,80,0,0
"Psychiatric disorders","1 (3.4%)","2 (3.9%)","3 (3.8%)","4 (12.1%)","-8.7 (-21.6, 4.3)","-8.2 (-20.5, 4.1)","VALUE",11,0,80,1,0
"ANXIETY","0","1 (2.0%)","1 (1.2%)","0","0.0 (0.0, 0.0)","2.0 (-1.8, 5.8)","VALUE",11,1,81,0,0
"CONFUSIONAL STATE","1 (3.4%)","0","1 (1.2%)","1 (3.0%)","0.4 (-8.4, 9.3)","-3.0 (-8.9, 2.8)","VALUE",11,1,82,0,0
"INSOMNIA","1 (3.4%)","0","1 (1.2%)","1 (3.0%)","0.4 (-8.4, 9.3)","-3.0 (-8.9, 2.8)","VALUE",11,1,83,0,0
"RESTLESSNESS","0","1 (2.0%)","1 (1.2%)","0","0.0 (0.0, 0.0)","2.0 (-1.8, 5.8)","VALUE",11,1,84,0,0
"AGITATION","0","0","0","1 (3.0%)","-3.0 (-8.9, 2.8)","-3.0 (-8.9, 2.8)","VALUE",11,1,85,0,0
"DELUSION","0","0","0","1 (3.0%)","-3.0 (-8.9, 2.8)","-3.0 (-8.9, 2.8)","VALUE",11,1,86,0,0
"Respiratory, thoracic and mediastinal disorders","1 (3.4%)","2 (3.9%)","3 (3.8%)","0","3.4 (-3.2, 10.1)","3.9 (-1.4, 9.2)","VALUE",12,0,86,1,0
"COUGH","1 (3.4%)","1 (2.0%)","2 (2.5%)","0","3.4 (-3.2, 10.1)","2.0 (-1.8, 5.8)","VALUE",12,1,87,0,0
"RHINORRHOEA","0","1 (2.0%)","1 (1.2%)","0","0.0 (0.0, 0.0)","2.0 (-1.8, 5.8)","VALUE",12,1,88,0,0
"Ear and labyrinth disorders","0","2 (3.9%)","2 (2.5%)","0","0.0 (0.0, 0.0)","3.9 (-1.4, 9.2)","VALUE",13,0,88,1,0
"CERUMEN IMPACTION","0","1 (2.0%)","1 (1.2%)","0","0.0 (0.0, 0.0)","2.0 (-1.8, 5.8)","VALUE",13,1,89,0,0
"VERTIGO","0","1 (2.0%)","1 (1.2%)","0","0.0 (0.0, 0.0)","2.0 (-1.8, 5.8)","VALUE",13,1,90,0,0
"Renal and urinary disorders","0","2 (3.9%)","2 (2.5%)","1 (3.0%)","-3.0 (-8.9, 2.8)","0.9 (-7.0, 8.8)","VALUE",14,0,90,1,0
"DYSURIA","0","1 (2.0%)","1 (1.2%)","0","0.0 (0.0, 0.0)","2.0 (-1.8, 5.8)","VALUE",14,1,91,0,0
"INCONTINENCE","0","1 (2.0%)","1 (1.2%)","0","0.0 (0.0, 0.0)","2.0 (-1.8, 5.8)","VALUE",14,1,92,0,0
"MICTURITION URGENCY","0","0","0","1 (3.0%)","-3.0 (-8.9, 2.8)","-3.0 (-8.9, 2.8)","VALUE",14,1,93,0,0
"Endocrine disorders","0","1 (2.0%)","1 (1.2%)","0","0.0 (0.0, 0.0)","2.0 (-1.8, 5.8)","VALUE",15,0,93,1,0
"BLEEDING ANOVULATORY","0","1 (2.0%)","1 (1.2%)","0","0.0 (0.0, 0.0)","2.0 (-1.8, 5.8)","VALUE",15,1,94,0,0
"Eye disorders","1 (3.4%)","0","1 (1.2%)","1 (3.0%)","0.4 (-8.4, 9.3)","-3.0 (-8.9, 2.8)","VALUE",16,0,94,1,0
"VISION BLURRED","1 (3.4%)","0","1 (1.2%)","0","3.4 (-3.2, 10.1)","0.0 (0.0, 0.0)","VALUE",16,1,95,0,0
"EYE PRURITUS","0","0","0","1 (3.0%)","-3.0 (-8.9, 2.8)","-3.0 (-8.9, 2.8)","VALUE",16,1,96,0,0
"Metabolism and nutrition disorders","1 (3.4%)","0","1 (1.2%)","0","3.4 (-3.2, 10.1)","0.0 (0.0, 0.0)","VALUE",17,0,96,1,0
"INCREASED APPETITE","1 (3.4%)","0","1 (1.2%)","0","3.4 (-3.2, 10.1)","0.0 (0.0, 0.0)","VALUE",17,1,97,0,0
"Reproductive system and breast disorders","1 (3.4%)","0","1 (1.2%)","1 (3.0%)","0.4 (-8.4, 9.3)","-3.0 (-8.9, 2.8)","VALUE",18,0,97,1,0
"ABNORMAL UTERINE BLEEDING","1 (3.4%)","0","1 (1.2%)","0","3.4 (-3.2, 10.1)","0.0 (0.0, 0.0)","VALUE",18,1,98,0,0
"BENIGN PROSTATIC HYPERPLASIA","0","0","0","1 (3.0%)","-3.0 (-8.9, 2.8)","-3.0 (-8.9, 2.8)","VALUE",18,1,99,0,0
"Surgical and medical procedures","0","0","0","2 (6.1%)","-6.1 (-14.2, 2.1)","-6.1 (-14.2, 2.1)","VALUE",19,0,99,1,0
"CATARACT OPERATION","0","0","0","1 (3.0%)","-3.0 (-8.9, 2.8)","-3.0 (-8.9, 2.8)","VALUE",19,1,100,0,0
"EYE LASER SURGERY","0","0","0","1 (3.0%)","-3.0 (-8.9, 2.8)","-3.0 (-8.9, 2.8)","VALUE",19,1,101,0,0
"Vascular disorders","0","0","0","2 (6.1%)","-6.1 (-14.2, 2.1)","-6.1 (-14.2, 2.1)","VALUE",20,0,101,1,0
"HYPOTENSION","0","0","0","1 (3.0%)","-3.0 (-8.9, 2.8)","-3.0 (-8.9, 2.8)","VALUE",20,1,102,0,0
"ORTHOSTATIC HYPOTENSION","0","0","0","1 (3.0%)","-3.0 (-8.9, 2.8)","-3.0 (-8.9, 2.8)","VALUE",20,1,103,0,0
