"label","col 1","col 2","col 3","col 4","col 5","row_type","anbr","indentme","roworder","newrows"
"JOINT DISLOCATION","0.0","0.6","0.0","0.00 (0.00, 0.00)","0.62 (-0.59, 1.83)","VALUE",3,0,194,0
"LOCALISED INFECTION","0.0","0.0","0.7","-0.73 (-2.15, 0.70)","-0.73 (-2.15, 0.70)","VALUE",3,0,195,0
"MALIGNANT FIBROUS HISTIOCYTOMA","0.0","0.6","0.0","0.00 (0.00, 0.00)","0.62 (-0.60, 1.84)","VALUE",3,0,196,0
"MUSCULAR WEAKNESS","0.0","0.6","0.0","0.00 (0.00, 0.00)","0.62 (-0.59, 1.82)","VALUE",3,0,197,0
"NASAL MUCOSA BIOPSY","0.0","0.6","0.0","0.00 (0.00, 0.00)","0.62 (-0.59, 1.82)","VALUE",3,0,198,0
"OEDEMA","0.0","1.2","0.0","0.00 (0.00, 0.00)","1.24 (-0.48, 2.97)","VALUE",3,0,199,0
"ORTHOSTATIC HYPOTENSION","0.0","0.0","0.7","-0.73 (-2.15, 0.70)","-0.73 (-2.15, 0.70)","VALUE",3,0,200,0
"PAIN IN EXTREMITY","0.0","0.0","0.7","-0.72 (-2.14, 0.69)","-0.72 (-2.14, 0.69)","VALUE",3,0,201,0
"PALPITATIONS","0.0","1.2","0.0","0.00 (0.00, 0.00)","1.24 (-0.48, 2.96)","VALUE",3,0,202,0
"PARAESTHESIA ORAL","0.0","0.6","0.0","0.00 (0.00, 0.00)","0.62 (-0.59, 1.82)","VALUE",3,0,203,0
"PARKINSON'S DISEASE","0.0","0.0","0.7","-0.73 (-2.16, 0.70)","-0.73 (-2.16, 0.70)","VALUE",3,0,204,0
"PELVIC PAIN","0.0","0.0","0.7","-0.73 (-2.16, 0.70)","-0.73 (-2.16, 0.70)","VALUE",3,0,205,0
"PNEUMONIA","0.0","0.6","0.0","0.00 (0.00, 0.00)","0.62 (-0.59, 1.82)","VALUE",3,0,206,0
"POLLAKIURIA","0.0","0.0","0.7","-0.73 (-2.16, 0.70)","-0.73 (-2.16, 0.70)","VALUE",3,0,207,0
"POSTNASAL DRIP","0.0","0.0","0.7","-0.72 (-2.13, 0.69)","-0.72 (-2.13, 0.69)","VALUE",3,0,208,0
"PSYCHOMOTOR HYPERACTIVITY","0.0","0.0","0.7","-0.72 (-2.13, 0.69)","-0.72 (-2.13, 0.69)","VALUE",3,0,209,0
"PYREXIA","0.0","0.6","1.5","-1.46 (-3.49, 0.57)","-0.85 (-3.21, 1.52)","VALUE",3,0,210,0
"RALES","0.0","0.0","0.7","-0.71 (-2.11, 0.69)","-0.71 (-2.11, 0.69)","VALUE",3,0,211,0
"RASH ERYTHEMATOUS","0.0","0.6","0.0","0.00 (0.00, 0.00)","0.61 (-0.59, 1.82)","VALUE",3,0,212,0
"RECTAL HAEMORRHAGE","0.0","0.6","0.0","0.00 (0.00, 0.00)","0.62 (-0.59, 1.82)","VALUE",3,0,213,0
"RESTLESSNESS","0.0","0.6","0.0","0.00 (0.00, 0.00)","0.62 (-0.59, 1.83)","VALUE",3,0,214,0
"SECRETION DISCHARGE","0.0","0.6","0.0","0.00 (0.00, 0.00)","0.62 (-0.59, 1.82)","VALUE",3,0,215,0
"SHOULDER PAIN","0.0","1.2","0.7","-0.72 (-2.13, 0.69)","0.51 (-1.70, 2.72)","VALUE",3,0,216,0
"SINUS ARRHYTHMIA","0.0","0.0","0.7","-0.72 (-2.13, 0.69)","-0.72 (-2.13, 0.69)","VALUE",3,0,217,0
"SKIN EXFOLIATION","0.0","0.6","0.0","0.00 (0.00, 0.00)","0.61 (-0.59, 1.81)","VALUE",3,0,218,0
"SKIN LACERATION","0.0","1.2","0.7","-0.72 (-2.12, 0.69)","0.52 (-1.69, 2.74)","VALUE",3,0,219,0
"SKIN ULCER","0.0","0.0","0.7","-0.73 (-2.16, 0.70)","-0.73 (-2.16, 0.70)","VALUE",3,0,220,0
"STUPOR","0.0","0.6","0.0","0.00 (0.00, 0.00)","0.61 (-0.59, 1.81)","VALUE",3,0,221,0
"SUDDEN DEATH","0.0","0.6","0.0","0.00 (0.00, 0.00)","0.62 (-0.59, 1.82)","VALUE",3,0,222,0
"SUPRAVENTRICULAR TACHYCARDIA","0.0","0.6","0.0","0.00 (0.00, 0.00)","0.62 (-0.59, 1.83)","VALUE",3,0,223,0
"SWELLING","0.0","0.6","0.0","0.00 (0.00, 0.00)","0.61 (-0.59, 1.81)","VALUE",3,0,224,0
"TACHYCARDIA","0.0","0.0","0.7","-0.72 (-2.13, 0.69)","-0.72 (-2.13, 0.69)","VALUE",3,0,225,0
"ULCER","0.0","0.6","0.0","0.00 (0.00, 0.00)","0.61 (-0.59, 1.81)","VALUE",3,0,226,0
"VAGINAL MYCOSIS","0.0","0.0","0.7","-0.73 (-2.16, 0.70)","-0.73 (-2.16, 0.70)","VALUE",3,0,227,0
"VENTRICULAR HYPERTROPHY","0.0","0.0","0.7","-0.73 (-2.16, 0.70)","-0.73 (-2.16, 0.70)","VALUE",3,0,228,0
"VIRAL INFECTION","0.0","0.6","0.0","0.00 (0.00, 0.00)","0.61 (-0.59, 1.80)","VALUE",3,0,229,0
"WEIGHT DECREASED","0.0","0.6","0.0","0.00 (0.00, 0.00)","0.61 (-0.59, 1.81)","VALUE",3,0,230,0
"WOLFF-PARKINSON-WHITE SYNDROME","0.0","0.6","0.0","0.00 (0.00, 0.00)","0.62 (-0.59, 1.83)","VALUE",3,0,231,0
"WOUND","0.0","0.6","0.0","0.00 (0.00, 0.00)","0.62 (-0.59, 1.83)","VALUE",3,0,232,0
