"label","col 1","col 2","col 3","col 4","col 5","col 6","row_type","anbr","indentme","roworder","newrows","newpage"
"SKIN ULCER","0","0","0","1 (3.0%)","-3.0 (-8.9, 2.8)","-3.0 (-8.9, 2.8)","VALUE",2,1,15,0,0
"General disorders and administration site conditions","13 (44.8%)","24 (47.1%)","37 (46.2%)","8 (24.2%)","20.6 (-2.7, 43.9)","22.8 (2.8, 42.9)","VALUE",3,0,15,1,0
"APPLICATION SITE PRURITUS","4 (13.8%)","10 (19.6%)","14 (17.5%)","3 (9.1%)","4.7 (-11.2, 20.6)","10.5 (-4.1, 25.2)","VALUE",3,1,16,0,0
"APPLICATION SITE ERYTHEMA","3 (10.3%)","7 (13.7%)","10 (12.5%)","0","10.3 (-0.7, 21.4)","13.7 (4.3, 23.2)","VALUE",3,1,17,0,0
"APPLICATION SITE DERMATITIS","3 (10.3%)","6 (11.8%)","9 (11.2%)","2 (6.1%)","4.3 (-9.5, 18.0)","5.7 (-6.3, 17.7)","VALUE",3,1,18,0,0
"APPLICATION SITE IRRITATION","4 (13.8%)","4 (7.8%)","8 (10.0%)","1 (3.0%)","10.8 (-3.1, 24.6)","4.8 (-4.6, 14.2)","VALUE",3,1,19,0,0
"FATIGUE","3 (10.3%)","4 (7.8%)","7 (8.8%)","0","10.3 (-0.7, 21.4)","7.8 (0.5, 15.2)","VALUE",3,1,20,0,0
"APPLICATION SITE VESICLES","2 (6.9%)","1 (2.0%)","3 (3.8%)","0","6.9 (-2.3, 16.1)","2.0 (-1.8, 5.8)","VALUE",3,1,21,0,0
"MALAISE","1 (3.4%)","1 (2.0%)","2 (2.5%)","0","3.4 (-3.2, 10.1)","2.0 (-1.8, 5.8)","VALUE",3,1,22,0,0
"OEDEMA PERIPHERAL","1 (3.4%)","1 (2.0%)","2 (2.5%)","1 (3.0%)","0.4 (-8.4, 9.3)","-1.1 (-8.0, 5.9)","VALUE",3,1,23,0,0
"APPLICATION SITE BLEEDING","0","1 (2.0%)","1 (1.2%)","0","0.0 (0.0, 0.0)","2.0 (-1.8, 5.8)","VALUE",3,1,24,0,0
"APPLICATION SITE DESQUAMATION","0","1 (2.0%)","1 (1.2%)","0","0.0 (0.0, 0.0)","2.0 (-1.8, 5.8)","VALUE",3,1,25,0,0
"APPLICATION SITE PAIN","1 (3.4%)","0","1 (1.2%)","0","3.4 (-3.2, 10.1)","0.0 (0.0, 0.0)","VALUE",3,1,26,0,0
"APPLICATION SITE PERSPIRATION","1 (3.4%)","0","1 (1.2%)","0","3.4 (-3.2, 10.1)","0.0 (0.0, 0.0)","VALUE",3,1,27,0,0
"APPLICATION SITE REACTION","1 (3.4%)","0","1 (1.2%)","1 (3.0%)","0.4 (-8.4, 9.3)","-3.0 (-8.9, 2.8)","VALUE",3,1,28,0,0
"APPLICATION SITE SWELLING","1 (3.4%)","0","1 (1.2%)","0","3.4 (-3.2, 10.1)","0.0 (0.0, 0.0)","VALUE",3,1,29,0,0
"ASTHENIA","0","1 (2.0%)","1 (1.2%)","0","0.0 (0.0, 0.0)","2.0 (-1.8, 5.8)","VALUE",3,1,30,0,0
"CHEST PAIN","1 (3.4%)","0","1 (1.2%)","0","3.4 (-3.2, 10.1)","0.0 (0.0, 0.0)","VALUE",3,1,31,0,0
"CHILLS","1 (3.4%)","0","1 (1.2%)","0","3.4 (-3.2, 10.1)","0.0 (0.0, 0.0)","VALUE",3,1,32,0,0
"OEDEMA","0","1 (2.0%)","1 (1.2%)","0","0.0 (0.0, 0.0)","2.0 (-1.8, 5.8)","VALUE",3,1,33,0,0
"SECRETION DISCHARGE","0","1 (2.0%)","1 (1.2%)","0","0.0 (0.0, 0.0)","2.0 (-1.8, 5.8)","VALUE",3,1,34,0,0
"SUDDEN DEATH","0","1 (2.0%)","1 (1.2%)","0","0.0 (0.0, 0.0)","2.0 (-1.8, 5.8)","VALUE",3,1,35,0,0
"ULCER","0","1 (2.0%)","1 (1.2%)","0","0.0 (0.0, 0.0)","2.0 (-1.8, 5.8)","VALUE",3,1,36,0,0
"APPLICATION SITE INDURATION","0","0","0","1 (3.0%)","-3.0 (-8.9, 2.8)","-3.0 (-8.9, 2.8)","VALUE",3,1,37,0,0
"PYREXIA","0","0","0","2 (6.1%)","-6.1 (-14.2, 2.1)","-6.1 (-14.2, 2.1)","VALUE",3,1,38,0,0
"Nervous system disorders","10 (34.5%)","14 (27.5%)","24 (30.0%)","2 (6.1%)","28.4 (9.3, 47.5)","21.4 (6.7, 36.1)","VALUE",4,0,38,1,0
"DIZZINESS","5 (17.2%)","4 (7.8%)","9 (11.2%)","0","17.2 (3.5, 31.0)","7.8 (0.5, 15.2)","VALUE",4,1,39,0,0
"HEADACHE","3 (10.3%)","2 (3.9%)","5 (6.2%)","0","10.3 (-0.7, 21.4)","3.9 (-1.4, 9.2)","VALUE",4,1,40,0,0
"SYNCOPE","1 (3.4%)","3 (5.9%)","4 (5.0%)","0","3.4 (-3.2, 10.1)","5.9 (-0.6, 12.3)","VALUE",4,1,41,0,0
"SOMNOLENCE","1 (3.4%)","2 (3.9%)","3 (3.8%)","1 (3.0%)","0.4 (-8.4, 9.3)","0.9 (-7.0, 8.8)","VALUE",4,1,42,0,0
"TRANSIENT ISCHAEMIC ATTACK","1 (3.4%)","1 (2.0%)","2 (2.5%)","0","3.4 (-3.2, 10.1)","2.0 (-1.8, 5.8)","VALUE",4,1,43,0,0
"BALANCE DISORDER","0","1 (2.0%)","1 (1.2%)","0","0.0 (0.0, 0.0)","2.0 (-1.8, 5.8)","VALUE",4,1,44,0,0
"BURNING SENSATION","1 (3.4%)","0","1 (1.2%)","0","3.4 (-3.2, 10.1)","0.0 (0.0, 0.0)","VALUE",4,1,45,0,0
"COMPLEX PARTIAL SEIZURES","0","1 (2.0%)","1 (1.2%)","0","0.0 (0.0, 0.0)","2.0 (-1.8, 5.8)","VALUE",4,1,46,0,0
"COORDINATION ABNORMAL","0","1 (2.0%)","1 (1.2%)","0","0.0 (0.0, 0.0)","2.0 (-1.8, 5.8)","VALUE",4,1,47,0,0
"HEMIANOPIA HOMONYMOUS","0","1 (2.0%)","1 (1.2%)","0","0.0 (0.0, 0.0)","2.0 (-1.8, 5.8)","VALUE",4,1,48,0,0
"HYPERSOMNIA","1 (3.4%)","0","1 (1.2%)","0","3.4 (-3.2, 10.1)","0.0 (0.0, 0.0)","VALUE",4,1,49,0,0
"LETHARGY","0","1 (2.0%)","1 (1.2%)","0","0.0 (0.0, 0.0)","2.0 (-1.8, 5.8)","VALUE",4,1,50,0,0
"PARAESTHESIA ORAL","0","1 (2.0%)","1 (1.2%)","0","0.0 (0.0, 0.0)","2.0 (-1.8, 5.8)","VALUE",4,1,51,0,0
"SYNCOPE VASOVAGAL","1 (3.4%)","0","1 (1.2%)","0","3.4 (-3.2, 10.1)","0.0 (0.0, 0.0)","VALUE",4,1,52,0,0
"PSYCHOMOTOR HYPERACTIVITY","0","0","0","1 (3.0%)","-3.0 (-8.9, 2.8)","-3.0 (-8.9, 2.8)","VALUE",4,1,53,0,0
"Cardiac disorders","10 (34.5%)","9 (17.6%)","19 (23.8%)","5 (15.2%)","19.3 (-1.9, 40.5)","2.5 (-13.6, 18.6)","VALUE",5,0,53,1,0
"SINUS BRADYCARDIA","6 (20.7%)","2 (3.9%)","8 (10.0%)","0","20.7 (5.9, 35.4)","3.9 (-1.4, 9.2)","VALUE",5,1,54,0,0
"MYOCARDIAL INFARCTION","3 (10.3%)","1 (2.0%)","4 (5.0%)","3 (9.1%)","1.3 (-13.5, 16.1)","-7.1 (-17.7, 3.4)","VALUE",5,1,55,0,0
"ATRIAL FIBRILLATION","1 (3.4%)","2 (3.9%)","3 (3.8%)","0","3.4 (-3.2, 10.1)","3.9 (-1.4, 9.2)","VALUE",5,1,56,0,0
"VENTRICULAR EXTRASYSTOLES","1 (3.4%)","2 (3.9%)","3 (3.8%)","0","3.4 (-3.2, 10.1)","3.9 (-1.4, 9.2)","VALUE",5,1,57,0,0
"ATRIAL FLUTTER","1 (3.4%)","1 (2.0%)","2 (2.5%)","0","3.4 (-3.2, 10.1)","2.0 (-1.8, 5.8)","VALUE",5,1,58,0,0
"ATRIOVENTRICULAR BLOCK FIRST DEGREE","0","1 (2.0%)","1 (1.2%)","0","0.0 (0.0, 0.0)","2.0 (-1.8, 5.8)","VALUE",5,1,59,0,0
"BUNDLE BRANCH BLOCK RIGHT","0","1 (2.0%)","1 (1.2%)","1 (3.0%)","-3.0 (-8.9, 2.8)","-1.1 (-8.0, 5.9)","VALUE",5,1,60,0,0
"CARDIAC DISORDER","1 (3.4%)","0","1 (1.2%)","0","3.4 (-3.2, 10.1)","0.0 (0.0, 0.0)","VALUE",5,1,61,0,0
"PALPITATIONS","0","1 (2.0%)","1 (1.2%)","0","0.0 (0.0, 0.0)","2.0 (-1.8, 5.8)","VALUE",5,1,62,0,0
"SUPRAVENTRICULAR EXTRASYSTOLES","0","1 (2.0%)","1 (1.2%)","1 (3.0%)","-3.0 (-8.9, 2.8)","-1.1 (-8.0, 5.9)","VALUE",5,1,63,0,0
"SUPRAVENTRICULAR TACHYCARDIA","0","1 (2.0%)","1 (1.2%)","0","0.0 (0.0, 0.0)","2.0 (-1.8, 5.8)","VALUE",5,1,64,0,0
"WOLFF-PARKINSON-WHITE SYNDROME","0","1 (2.0%)","1 (1.2%)","0","0.0 (0.0, 0.0)","2.0 (-1.8, 5.8)","VALUE",5,1,65,0,0
"BUNDLE BRANCH BLOCK LEFT","0","0","0","1 (3.0%)","-3.0 (-8.9, 2.8)","-3.0 (-8.9, 2.8)","VALUE",5,1,66,0,0
"TACHYCARDIA","0","0","0","1 (3.0%)","-3.0 (-8.9, 2.8)","-3.0 (-8.9, 2.8)","VALUE",5,1,67,0,0
"Gastrointestinal disorders","8 (27.6%)","8 (15.7%)","16 (20.0%)","4 (12.1%)","15.5 (-4.2, 35.2)","3.6 (-11.4, 18.5)","VALUE",6,0,67,1,0
"DIARRHOEA","2 (6.9%)","2 (3.9%)","4 (5.0%)","2 (6.1%)","0.8 (-11.5, 13.1)","-2.1 (-11.9, 7.6)","VALUE",6,1,68,0,0
"NAUSEA","3 (10.3%)","1 (2.0%)","4 (5.0%)","0","10.3 (-0.7, 21.4)","2.0 (-1.8, 5.8)","VALUE",6,1,69,0,0
"VOMITING","3 (10.3%)","1 (2.0%)","4 (5.0%)","0","10.3 (-0.7, 21.4)","2.0 (-1.8, 5.8)","VALUE",6,1,70,0,0
"ABDOMINAL PAIN","0","2 (3.9%)","2 (2.5%)","1 (3.0%)","-3.0 (-8.9, 2.8)","0.9 (-7.0, 8.8)","VALUE",6,1,71,0,0
"ABDOMINAL DISCOMFORT","1 (3.4%)","0","1 (1.2%)","0","3.4 (-3.2, 10.1)","0.0 (0.0, 0.0)","VALUE",6,1,72,0,0
"DYSPEPSIA","0","1 (2.0%)","1 (1.2%)","0","0.0 (0.0, 0.0)","2.0 (-1.8, 5.8)","VALUE",6,1,73,0,0
"RECTAL HAEMORRHAGE","0","1 (2.0%)","1 (1.2%)","0","0.0 (0.0, 0.0)","2.0 (-1.8, 5.8)","VALUE",6,1,74,0,0
"SALIVARY HYPERSECRETION","1 (3.4%)","0","1 (1.2%)","0","3.4 (-3.2, 10.1)","0.0 (0.0, 0.0)","VALUE",6,1,75,0,0
"CONSTIPATION","0","0","0","1 (3.0%)","-3.0 (-8.9, 2.8)","-3.0 (-8.9, 2.8)","VALUE",6,1,76,0,0
"HIATUS HERNIA","0","0","0","1 (3.0%)","-3.0 (-8.9, 2.8)","-3.0 (-8.9, 2.8)","VALUE",6,1,77,0,0
"Infections and infestations","6 (20.7%)","5 (9.8%)","11 (13.8%)","10 (30.3%)","-9.6 (-31.1, 11.9)","-20.5 (-38.2, -2.8)","VALUE",7,0,77,1,0
"NASOPHARYNGITIS","3 (10.3%)","2 (3.9%)","5 (6.2%)","2 (6.1%)","4.3 (-9.5, 18.0)","-2.1 (-11.9, 7.6)","VALUE",7,1,78,0,0
"INFLUENZA","1 (3.4%)","1 (2.0%)","2 (2.5%)","0","3.4 (-3.2, 10.1)","2.0 (-1.8, 5.8)","VALUE",7,1,79,0,0
"CELLULITIS","0","1 (2.0%)","1 (1.2%)","0","0.0 (0.0, 0.0)","2.0 (-1.8, 5.8)","VALUE",7,1,80,0,0
"PNEUMONIA","0","1 (2.0%)","1 (1.2%)","0","0.0 (0.0, 0.0)","2.0 (-1.8, 5.8)","VALUE",7,1,81,0,0
"UPPER RESPIRATORY TRACT INFECTION","1 (3.4%)","0","1 (1.2%)","5 (15.2%)","-11.7 (-25.6, 2.2)","-15.2 (-27.4, -2.9)","VALUE",7,1,82,0,0
"URINARY TRACT INFECTION","1 (3.4%)","0","1 (1.2%)","1 (3.0%)","0.4 (-8.4, 9.3)","-3.0 (-8.9, 2.8)","VALUE",7,1,83,0,0
"BRONCHITIS","0","0","0","1 (3.0%)","-3.0 (-8.9, 2.8)","-3.0 (-8.9, 2.8)","VALUE",7,1,84,0,0
"LOCALISED INFECTION","0","0","0","1 (3.0%)","-3.0 (-8.9, 2.8)","-3.0 (-8.9, 2.8)","VALUE",7,1,85,0,0
"Psychiatric disorders","3 (10.3%)","5 (9.8%)","8 (10.0%)","5 (15.2%)","-4.8 (-21.3, 11.7)","-5.3 (-20.1, 9.4)","VALUE",8,0,85,1,0
"AGITATION","0","2 (3.9%)","2 (2.5%)","1 (3.0%)","-3.0 (-8.9, 2.8)","0.9 (-7.0, 8.8)","VALUE",8,1,86,0,0
"CONFUSIONAL STATE","1 (3.4%)","1 (2.0%)","2 (2.5%)","1 (3.0%)","0.4 (-8.4, 9.3)","-1.1 (-8.0, 5.9)","VALUE",8,1,87,0,0
"ANXIETY","0","1 (2.0%)","1 (1.2%)","0","0.0 (0.0, 0.0)","2.0 (-1.8, 5.8)","VALUE",8,1,88,0,0
"DELIRIUM","1 (3.4%)","0","1 (1.2%)","0","3.4 (-3.2, 10.1)","0.0 (0.0, 0.0)","VALUE",8,1,89,0,0
"DELUSION","1 (3.4%)","0","1 (1.2%)","1 (3.0%)","0.4 (-8.4, 9.3)","-3.0 (-8.9, 2.8)","VALUE",8,1,90,0,0
"HALLUCINATION","1 (3.4%)","0","1 (1.2%)","0","3.4 (-3.2, 10.1)","0.0 (0.0, 0.0)","VALUE",8,1,91,0,0
"INSOMNIA","1 (3.4%)","0","1 (1.2%)","1 (3.0%)","0.4 (-8.4, 9.3)","-3.0 (-8.9, 2.8)","VALUE",8,1,92,0,0
"IRRITABILITY","0","1 (2.0%)","1 (1.2%)","0","0.0 (0.0, 0.0)","2.0 (-1.8, 5.8)","VALUE",8,1,93,0,0
"RESTLESSNESS","0","1 (2.0%)","1 (1.2%)","0","0.0 (0.0, 0.0)","2.0 (-1.8, 5.8)","VALUE",8,1,94,0,0
"DISTURBANCE IN SEXUAL AROUSAL","0","0","0","1 (3.0%)","-3.0 (-8.9, 2.8)","-3.0 (-8.9, 2.8)","VALUE",8,1,95,0,0
"Investigations","1 (3.4%)","6 (11.8%)","7 (8.8%)","4 (12.1%)","-8.7 (-21.6, 4.3)","-0.4 (-14.6, 13.9)","VALUE",9,0,95,1,0
"BLOOD GLUCOSE INCREASED","1 (3.4%)","1 (2.0%)","2 (2.5%)","0","3.4 (-3.2, 10.1)","2.0 (-1.8, 5.8)","VALUE",9,1,96,0,0
"BODY TEMPERATURE INCREASED","0","1 (2.0%)","1 (1.2%)","0","0.0 (0.0, 0.0)","2.0 (-1.8, 5.8)","VALUE",9,1,97,0,0
"ELECTROCARDIOGRAM ST SEGMENT DEPRESSION","0","1 (2.0%)","1 (1.2%)","2 (6.1%)","-6.1 (-14.2, 2.1)","-4.1 (-13.1, 4.9)","VALUE",9,1,98,0,0
"ELECTROCARDIOGRAM T WAVE AMPLITUDE DECREASED","0","1 (2.0%)","1 (1.2%)","0","0.0 (0.0, 0.0)","2.0 (-1.8, 5.8)","VALUE",9,1,99,0,0
"ELECTROCARDIOGRAM T WAVE INVERSION","0","1 (2.0%)","1 (1.2%)","1 (3.0%)","-3.0 (-8.9, 2.8)","-1.1 (-8.0, 5.9)","VALUE",9,1,100,0,0
"NASAL MUCOSA BIOPSY","0","1 (2.0%)","1 (1.2%)","0","0.0 (0.0, 0.0)","2.0 (-1.8, 5.8)","VALUE",9,1,101,0,0
"BLOOD ALKALINE PHOSPHATASE INCREASED","0","0","0","1 (3.0%)","-3.0 (-8.9, 2.8)","-3.0 (-8.9, 2.8)","VALUE",9,1,102,0,0
"BLOOD URINE PRESENT","0","0","0","1 (3.0%)","-3.0 (-8.9, 2.8)","-3.0 (-8.9, 2.8)","VALUE",9,1,103,0,0
"CYSTOSCOPY","0","0","0","1 (3.0%)","-3.0 (-8.9, 2.8)","-3.0 (-8.9, 2.8)","VALUE",9,1,104,0,0
"Musculoskeletal and connective tissue disorders","2 (6.9%)","5 (9.8%)","7 (8.8%)","1 (3.0%)","3.9 (-7.1, 14.8)","6.8 (-3.3, 16.8)","VALUE",10,0,104,1,0
"BACK PAIN","2 (6.9%)","1 (2.0%)","3 (3.8%)","1 (3.0%)","3.9 (-7.1, 14.8)","-1.1 (-8.0, 5.9)","VALUE",10,1,105,0,0
"ARTHRALGIA","1 (3.4%)","1 (2.0%)","2 (2.5%)","0","3.4 (-3.2, 10.1)","2.0 (-1.8, 5.8)","VALUE",10,1,106,0,0
"MUSCLE SPASMS","0","1 (2.0%)","1 (1.2%)","0","0.0 (0.0, 0.0)","2.0 (-1.8, 5.8)","VALUE",10,1,107,0,0
"MUSCULAR WEAKNESS","0","1 (2.0%)","1 (1.2%)","0","0.0 (0.0, 0.0)","2.0 (-1.8, 5.8)","VALUE",10,1,108,0,0
"SHOULDER PAIN","0","1 (2.0%)","1 (1.2%)","0","0.0 (0.0, 0.0)","2.0 (-1.8, 5.8)","VALUE",10,1,109,0,0
"Respiratory, thoracic and mediastinal disorders","1 (3.4%)","5 (9.8%)","6 (7.5%)","3 (9.1%)","-5.6 (-17.5, 6.2)","0.7 (-12.0, 13.5)","VALUE",11,0,109,1,0
"COUGH","1 (3.4%)","4 (7.8%)","5 (6.2%)","0","3.4 (-3.2, 10.1)","7.8 (0.5, 15.2)","VALUE",11,1,110,0,0
"DYSPNOEA","0","1 (2.0%)","1 (1.2%)","0","0.0 (0.0, 0.0)","2.0 (-1.8, 5.8)","VALUE",11,1,111,0,0
"RHINORRHOEA","0","1 (2.0%)","1 (1.2%)","0","0.0 (0.0, 0.0)","2.0 (-1.8, 5.8)","VALUE",11,1,112,0,0
"EMPHYSEMA","0","0","0","1 (3.0%)","-3.0 (-8.9, 2.8)","-3.0 (-8.9, 2.8)","VALUE",11,1,113,0,0
"NASAL CONGESTION","0","0","0","2 (6.1%)","-6.1 (-14.2, 2.1)","-6.1 (-14.2, 2.1)","VALUE",11,1,114,0,0
"Injury, poisoning and procedural complications","1 (3.4%)","4 (7.8%)","5 (6.2%)","2 (6.1%)","-2.6 (-13.1, 7.9)","1.8 (-9.2, 12.8)","VALUE",12,0,114,1,0
"FALL","1 (3.4%)","2 (3.9%)","3 (3.8%)","1 (3.0%)","0.4 (-8.4, 9.3)","0.9 (-7.0, 8.8)","VALUE",12,1,115,0,0
"CONTUSION","1 (3.4%)","1 (2.0%)","2 (2.5%)","0","3.4 (-3.2, 10.1)","2.0 (-1.8, 5.8)","VALUE",12,1,116,0,0
"SKIN LACERATION","0","2 (3.9%)","2 (2.5%)","0","0.0 (0.0, 0.0)","3.9 (-1.4, 9.2)","VALUE",12,1,117,0,0
"FACIAL BONES FRACTURE","1 (3.4%)","0","1 (1.2%)","0","3.4 (-3.2, 10.1)","0.0 (0.0, 0.0)","VALUE",12,1,118,0,0
"JOINT DISLOCATION","0","1 (2.0%)","1 (1.2%)","0","0.0 (0.0, 0.0)","2.0 (-1.8, 5.8)","VALUE",12,1,119,0,0
"WOUND","0","1 (2.0%)","1 (1.2%)","0","0.0 (0.0, 0.0)","2.0 (-1.8, 5.8)","VALUE",12,1,120,0,0
"HIP FRACTURE","0","0","0","1 (3.0%)","-3.0 (-8.9, 2.8)","-3.0 (-8.9, 2.8)","VALUE",12,1,121,0,0
"Renal and urinary disorders","1 (3.4%)","3 (5.9%)","4 (5.0%)","1 (3.0%)","0.4 (-8.4, 9.3)","2.9 (-5.9, 11.6)","VALUE",13,0,121,1,0
"DYSURIA","0","1 (2.0%)","1 (1.2%)","0","0.0 (0.0, 0.0)","2.0 (-1.8, 5.8)","VALUE",13,1,122,0,0
"INCONTINENCE","0","1 (2.0%)","1 (1.2%)","0","0.0 (0.0, 0.0)","2.0 (-1.8, 5.8)","VALUE",13,1,123,0,0
"MICTURITION URGENCY","0","1 (2.0%)","1 (1.2%)","1 (3.0%)","-3.0 (-8.9, 2.8)","-1.1 (-8.0, 5.9)","VALUE",13,1,124,0,0
"NEPHROLITHIASIS","1 (3.4%)","0","1 (1.2%)","0","3.4 (-3.2, 10.1)","0.0 (0.0, 0.0)","VALUE",13,1,125,0,0
"Ear and labyrinth disorders","1 (3.4%)","2 (3.9%)","3 (3.8%)","1 (3.0%)","0.4 (-8.4, 9.3)","0.9 (-7.0, 8.8)","VALUE",14,0,125,1,0
"VERTIGO","1 (3.4%)","1 (2.0%)","2 (2.5%)","0","3.4 (-3.2, 10.1)","2.0 (-1.8, 5.8)","VALUE",14,1,126,0,0
"CERUMEN IMPACTION","0","1 (2.0%)","1 (1.2%)","0","0.0 (0.0, 0.0)","2.0 (-1.8, 5.8)","VALUE",14,1,127,0,0
"EAR PAIN","0","0","0","1 (3.0%)","-3.0 (-8.9, 2.8)","-3.0 (-8.9, 2.8)","VALUE",14,1,128,0,0
"Vascular disorders","0","3 (5.9%)","3 (3.8%)","3 (9.1%)","-9.1 (-18.9, 0.7)","-3.2 (-15.0, 8.5)","VALUE",15,0,128,1,0
"HOT FLUSH","0","1 (2.0%)","1 (1.2%)","0","0.0 (0.0, 0.0)","2.0 (-1.8, 5.8)","VALUE",15,1,129,0,0
"HYPERTENSION","0","1 (2.0%)","1 (1.2%)","1 (3.0%)","-3.0 (-8.9, 2.8)","-1.1 (-8.0, 5.9)","VALUE",15,1,130,0,0
"HYPOTENSION","0","1 (2.0%)","1 (1.2%)","2 (6.1%)","-6.1 (-14.2, 2.1)","-4.1 (-13.1, 4.9)","VALUE",15,1,131,0,0
"ORTHOSTATIC HYPOTENSION","0","0","0","1 (3.0%)","-3.0 (-8.9, 2.8)","-3.0 (-8.9, 2.8)","VALUE",15,1,132,0,0
"Congenital, familial and genetic disorders","1 (3.4%)","1 (2.0%)","2 (2.5%)","0","3.4 (-3.2, 10.1)","2.0 (-1.8, 5.8)","VALUE",16,0,132,1,0
"VENTRICULAR SEPTAL DEFECT","1 (3.4%)","1 (2.0%)","2 (2.5%)","0","3.4 (-3.2, 10.1)","2.0 (-1.8, 5.8)","VALUE",16,1,133,0,0
"Eye disorders","1 (3.4%)","1 (2.0%)","2 (2.5%)","1 (3.0%)","0.4 (-8.4, 9.3)","-1.1 (-8.0, 5.9)","VALUE",17,0,133,1,0
"CONJUNCTIVAL HAEMORRHAGE","0","1 (2.0%)","1 (1.2%)","0","0.0 (0.0, 0.0)","2.0 (-1.8, 5.8)","VALUE",17,1,134,0,0
"VISION BLURRED","1 (3.4%)","0","1 (1.2%)","0","3.4 (-3.2, 10.1)","0.0 (0.0, 0.0)","VALUE",17,1,135,0,0
"EYE ALLERGY","0","0","0","1 (3.0%)","-3.0 (-8.9, 2.8)","-3.0 (-8.9, 2.8)","VALUE",17,1,136,0,0
"EYE PRURITUS","0","0","0","1 (3.0%)","-3.0 (-8.9, 2.8)","-3.0 (-8.9, 2.8)","VALUE",17,1,137,0,0
"EYE SWELLING","0","0","0","1 (3.0%)","-3.0 (-8.9, 2.8)","-3.0 (-8.9, 2.8)","VALUE",17,1,138,0,0
"Neoplasms benign, malignant and unspecified (incl cysts and polyps)","1 (3.4%)","1 (2.0%)","2 (2.5%)","0","3.4 (-3.2, 10.1)","2.0 (-1.8, 5.8)","VALUE",18,0,138,1,0
"COLON CANCER","0","1 (2.0%)","1 (1.2%)","0","0.0 (0.0, 0.0)","2.0 (-1.8, 5.8)","VALUE",18,1,139,0,0
"PROSTATE CANCER","1 (3.4%)","0","1 (1.2%)","0","3.4 (-3.2, 10.1)","0.0 (0.0, 0.0)","VALUE",18,1,140,0,0
"Endocrine disorders","0","1 (2.0%)","1 (1.2%)","1 (3.0%)","-3.0 (-8.9, 2.8)","-1.1 (-8.0, 5.9)","VALUE",19,0,140,1,0
"BLEEDING ANOVULATORY","0","1 (2.0%)","1 (1.2%)","1 (3.0%)","-3.0 (-8.9, 2.8)","-1.1 (-8.0, 5.9)","VALUE",19,1,141,0,0
"Metabolism and nutrition disorders","1 (3.4%)","0","1 (1.2%)","1 (3.0%)","0.4 (-8.4, 9.3)","-3.0 (-8.9, 2.8)","VALUE",20,0,141,1,0
"INCREASED APPETITE","1 (3.4%)","0","1 (1.2%)","0","3.4 (-3.2, 10.1)","0.0 (0.0, 0.0)","VALUE",20,1,142,0,0
"DEHYDRATION","0","0","0","1 (3.0%)","-3.0 (-8.9, 2.8)","-3.0 (-8.9, 2.8)","VALUE",20,1,143,0,0
"Reproductive system and breast disorders","1 (3.4%)","0","1 (1.2%)","1 (3.0%)","0.4 (-8.4, 9.3)","-3.0 (-8.9, 2.8)","VALUE",21,0,143,1,0
"ABNORMAL UTERINE BLEEDING","1 (3.4%)","0","1 (1.2%)","0","3.4 (-3.2, 10.1)","0.0 (0.0, 0.0)","VALUE",21,1,144,0,0
"BENIGN PROSTATIC HYPERPLASIA","0","0","0","1 (3.0%)","-3.0 (-8.9, 2.8)","-3.0 (-8.9, 2.8)","VALUE",21,1,145,0,0
"Surgical and medical procedures","1 (3.4%)","0","1 (1.2%)","2 (6.1%)","-2.6 (-13.1, 7.9)","-6.1 (-14.2, 2.1)","VALUE",22,0,145,1,0
"ACROCHORDON EXCISION","1 (3.4%)","0","1 (1.2%)","0","3.4 (-3.2, 10.1)","0.0 (0.0, 0.0)","VALUE",22,1,146,0,0
"CATARACT OPERATION","0","0","0","1 (3.0%)","-3.0 (-8.9, 2.8)","-3.0 (-8.9, 2.8)","VALUE",22,1,147,0,0
"EYE LASER SURGERY","0","0","0","1 (3.0%)","-3.0 (-8.9, 2.8)","-3.0 (-8.9, 2.8)","VALUE",22,1,148,0,0
