"label","col 1","col 2","col 3","col 4","row_type","anbr","indentme","roworder","newrows"
"Mild","1 (1.9%)","0","1 (0.8%)","0","VALUE",124,2,178,0
"RESTLESSNESS","0","1 (1.4%)","1 (0.8%)","0","VALUE",125,1,178,1
"Moderate","0","1 (1.4%)","1 (0.8%)","0","VALUE",125,2,179,0
"DISORIENTATION","0","0","0","1 (1.7%)","VALUE",126,1,179,1
"Mild","0","0","0","1 (1.7%)","VALUE",126,2,180,0
"DISTURBANCE IN SEXUAL AROUSAL","0","0","0","1 (1.7%)","VALUE",127,1,180,1
"Mild","0","0","0","1 (1.7%)","VALUE",127,2,181,0
"Respiratory, thoracic and mediastinal disorders","7 (13.2%)","6 (8.2%)","13 (10.3%)","5 (8.5%)","VALUE",128,0,181,1
"COUGH","3 (5.7%)","4 (5.5%)","7 (5.6%)","1 (1.7%)","VALUE",128,1,182,0
"Mild","2 (3.8%)","3 (4.1%)","5 (4.0%)","1 (1.7%)","VALUE",128,2,183,0
"Moderate","1 (1.9%)","1 (1.4%)","2 (1.6%)","0","VALUE",128,2,184,0
"NASAL CONGESTION","3 (5.7%)","0","3 (2.4%)","2 (3.4%)","VALUE",129,1,184,1
"Mild","3 (5.7%)","0","3 (2.4%)","2 (3.4%)","VALUE",129,2,185,0
"EPISTAXIS","2 (3.8%)","0","2 (1.6%)","0","VALUE",130,1,185,1
"Mild","2 (3.8%)","0","2 (1.6%)","0","VALUE",130,2,186,0
"RHINORRHOEA","1 (1.9%)","1 (1.4%)","2 (1.6%)","0","VALUE",131,1,186,1
"Mild","1 (1.9%)","1 (1.4%)","2 (1.6%)","0","VALUE",131,2,187,0
"ALLERGIC GRANULOMATOUS ANGIITIS","1 (1.9%)","0","1 (0.8%)","0","VALUE",132,1,187,1
"Mild","1 (1.9%)","0","1 (0.8%)","0","VALUE",132,2,188,0
"DYSPHONIA","0","1 (1.4%)","1 (0.8%)","0","VALUE",133,1,188,1
"Mild","0","1 (1.4%)","1 (0.8%)","0","VALUE",133,2,189,0
"DYSPNOEA","0","1 (1.4%)","1 (0.8%)","0","VALUE",134,1,189,1
"Moderate","0","1 (1.4%)","1 (0.8%)","0","VALUE",134,2,190,0
"PHARYNGOLARYNGEAL PAIN","1 (1.9%)","0","1 (0.8%)","0","VALUE",135,1,190,1
"Mild","1 (1.9%)","0","1 (0.8%)","0","VALUE",135,2,191,0
"PRODUCTIVE COUGH","1 (1.9%)","0","1 (0.8%)","0","VALUE",136,1,191,1
"Mild","1 (1.9%)","0","1 (0.8%)","0","VALUE",136,2,192,0
"RESPIRATORY TRACT CONGESTION","1 (1.9%)","0","1 (0.8%)","0","VALUE",137,1,192,1
"Mild","1 (1.9%)","0","1 (0.8%)","0","VALUE",137,2,193,0
"EMPHYSEMA","0","0","0","1 (1.7%)","VALUE",138,1,193,1
"Mild","0","0","0","1 (1.7%)","VALUE",138,2,194,0
"POSTNASAL DRIP","0","0","0","1 (1.7%)","VALUE",139,1,194,1
"Mild","0","0","0","1 (1.7%)","VALUE",139,2,195,0
"Investigations","5 (9.4%)","7 (9.6%)","12 (9.5%)","7 (11.9%)","VALUE",140,0,195,1
"BLOOD GLUCOSE INCREASED","1 (1.9%)","1 (1.4%)","2 (1.6%)","0","VALUE",140,1,196,0
"Mild","1 (1.9%)","1 (1.4%)","2 (1.6%)","0","VALUE",140,2,197,0
"ELECTROCARDIOGRAM T WAVE INVERSION","1 (1.9%)","1 (1.4%)","2 (1.6%)","2 (3.4%)","VALUE",141,1,197,1
"Mild","1 (1.9%)","1 (1.4%)","2 (1.6%)","2 (3.4%)","VALUE",141,2,198,0
"BIOPSY","1 (1.9%)","0","1 (0.8%)","0","VALUE",142,1,198,1
"Mild","1 (1.9%)","0","1 (0.8%)","0","VALUE",142,2,199,0
"BIOPSY PROSTATE","1 (1.9%)","0","1 (0.8%)","0","VALUE",143,1,199,1
"Moderate","1 (1.9%)","0","1 (0.8%)","0","VALUE",143,2,200,0
"BLOOD CHOLESTEROL INCREASED","1 (1.9%)","0","1 (0.8%)","0","VALUE",144,1,200,1
"Mild","1 (1.9%)","0","1 (0.8%)","0","VALUE",144,2,201,0
"BODY TEMPERATURE INCREASED","0","1 (1.4%)","1 (0.8%)","0","VALUE",145,1,201,1
"Mild","0","1 (1.4%)","1 (0.8%)","0","VALUE",145,2,202,0
"ELECTROCARDIOGRAM ST SEGMENT DEPRESSION","0","1 (1.4%)","1 (0.8%)","3 (5.1%)","VALUE",146,1,202,1
"Mild","0","1 (1.4%)","1 (0.8%)","3 (5.1%)","VALUE",146,2,203,0
"ELECTROCARDIOGRAM T WAVE AMPLITUDE DECREASED","0","1 (1.4%)","1 (0.8%)","1 (1.7%)","VALUE",147,1,203,1
"Mild","0","1 (1.4%)","1 (0.8%)","1 (1.7%)","VALUE",147,2,204,0
"NASAL MUCOSA BIOPSY","0","1 (1.4%)","1 (0.8%)","0","VALUE",148,1,204,1
"Mild","0","1 (1.4%)","1 (0.8%)","0","VALUE",148,2,205,0
"WEIGHT DECREASED","0","1 (1.4%)","1 (0.8%)","0","VALUE",149,1,205,1
"Moderate","0","1 (1.4%)","1 (0.8%)","0","VALUE",149,2,206,0
"BLOOD ALKALINE PHOSPHATASE INCREASED","0","0","0","1 (1.7%)","VALUE",150,1,206,1
"Moderate","0","0","0","1 (1.7%)","VALUE",150,2,207,0
"BLOOD CREATINE PHOSPHOKINASE INCREASED","0","0","0","1 (1.7%)","VALUE",151,1,207,1
"Moderate","0","0","0","1 (1.7%)","VALUE",151,2,208,0
"BLOOD URINE PRESENT","0","0","0","1 (1.7%)","VALUE",152,1,208,1
"Mild","0","0","0","1 (1.7%)","VALUE",152,2,209,0
"CYSTOSCOPY","0","0","0","1 (1.7%)","VALUE",153,1,209,1
"Mild","0","0","0","1 (1.7%)","VALUE",153,2,210,0
"Musculoskeletal and connective tissue disorders","4 (7.5%)","5 (6.8%)","9 (7.1%)","2 (3.4%)","VALUE",154,0,210,1
"BACK PAIN","2 (3.8%)","1 (1.4%)","3 (2.4%)","1 (1.7%)","VALUE",154,1,211,0
"Mild","1 (1.9%)","0","1 (0.8%)","1 (1.7%)","VALUE",154,2,212,0
"Moderate","1 (1.9%)","1 (1.4%)","2 (1.6%)","0","VALUE",154,2,213,0
"ARTHRALGIA","1 (1.9%)","1 (1.4%)","2 (1.6%)","0","VALUE",155,1,213,1
"Moderate","1 (1.9%)","1 (1.4%)","2 (1.6%)","0","VALUE",155,2,214,0
"FLANK PAIN","1 (1.9%)","0","1 (0.8%)","0","VALUE",156,1,214,1
"Moderate","1 (1.9%)","0","1 (0.8%)","0","VALUE",156,2,215,0
"MUSCLE SPASMS","0","1 (1.4%)","1 (0.8%)","0","VALUE",157,1,215,1
"Severe","0","1 (1.4%)","1 (0.8%)","0","VALUE",157,2,216,0
"MUSCULAR WEAKNESS","0","1 (1.4%)","1 (0.8%)","0","VALUE",158,1,216,1
"Moderate","0","1 (1.4%)","1 (0.8%)","0","VALUE",158,2,217,0
"MYALGIA","1 (1.9%)","0","1 (0.8%)","0","VALUE",159,1,217,1
"Mild","1 (1.9%)","0","1 (0.8%)","0","VALUE",159,2,218,0
"SHOULDER PAIN","0","1 (1.4%)","1 (0.8%)","1 (1.7%)","VALUE",160,1,218,1
"Mild","0","1 (1.4%)","1 (0.8%)","0","VALUE",160,2,219,0
"Moderate","0","0","0","1 (1.7%)","VALUE",160,2,220,0
"Injury, poisoning and procedural complications","3 (5.7%)","5 (6.8%)","8 (6.3%)","2 (3.4%)","VALUE",161,0,220,1
"CONTUSION","2 (3.8%)","1 (1.4%)","3 (2.4%)","0","VALUE",161,1,221,0
"Mild","2 (3.8%)","0","2 (1.6%)","0","VALUE",161,2,222,0
"Moderate","0","1 (1.4%)","1 (0.8%)","0","VALUE",161,2,223,0
"FALL","1 (1.9%)","2 (2.7%)","3 (2.4%)","1 (1.7%)","VALUE",162,1,223,1
"Mild","1 (1.9%)","1 (1.4%)","2 (1.6%)","1 (1.7%)","VALUE",162,2,224,0
"Moderate","0","1 (1.4%)","1 (0.8%)","0","VALUE",162,2,225,0
"EXCORIATION","1 (1.9%)","1 (1.4%)","2 (1.6%)","0","VALUE",163,1,225,1
"Moderate","1 (1.9%)","1 (1.4%)","2 (1.6%)","0","VALUE",163,2,226,0
"SKIN LACERATION","0","2 (2.7%)","2 (1.6%)","0","VALUE",164,1,226,1
"Mild","0","1 (1.4%)","1 (0.8%)","0","VALUE",164,2,227,0
"Moderate","0","1 (1.4%)","1 (0.8%)","0","VALUE",164,2,228,0
"FACIAL BONES FRACTURE","1 (1.9%)","0","1 (0.8%)","0","VALUE",165,1,228,1
"Moderate","1 (1.9%)","0","1 (0.8%)","0","VALUE",165,2,229,0
"JOINT DISLOCATION","0","1 (1.4%)","1 (0.8%)","0","VALUE",166,1,229,1
"Moderate","0","1 (1.4%)","1 (0.8%)","0","VALUE",166,2,230,0
"WOUND","0","1 (1.4%)","1 (0.8%)","0","VALUE",167,1,230,1
"Mild","0","1 (1.4%)","1 (0.8%)","0","VALUE",167,2,231,0
"HIP FRACTURE","0","0","0","1 (1.7%)","VALUE",168,1,231,1
"Severe","0","0","0","1 (1.7%)","VALUE",168,2,232,0
"Renal and urinary disorders","2 (3.8%)","3 (4.1%)","5 (4.0%)","2 (3.4%)","VALUE",169,0,232,1
"CALCULUS URETHRAL","1 (1.9%)","0","1 (0.8%)","0","VALUE",169,1,233,0
"Moderate","1 (1.9%)","0","1 (0.8%)","0","VALUE",169,2,234,0
"DYSURIA","0","1 (1.4%)","1 (0.8%)","1 (1.7%)","VALUE",170,1,234,1
"Mild","0","1 (1.4%)","1 (0.8%)","1 (1.7%)","VALUE",170,2,235,0
"INCONTINENCE","0","1 (1.4%)","1 (0.8%)","0","VALUE",171,1,235,1
"Mild","0","1 (1.4%)","1 (0.8%)","0","VALUE",171,2,236,0
"MICTURITION URGENCY","0","1 (1.4%)","1 (0.8%)","1 (1.7%)","VALUE",172,1,236,1
"Mild","0","1 (1.4%)","1 (0.8%)","1 (1.7%)","VALUE",172,2,237,0
"NEPHROLITHIASIS","1 (1.9%)","0","1 (0.8%)","0","VALUE",173,1,237,1
"Moderate","1 (1.9%)","0","1 (0.8%)","0","VALUE",173,2,238,0
"Vascular disorders","1 (1.9%)","3 (4.1%)","4 (3.2%)","3 (5.1%)","VALUE",174,0,238,1
"HOT FLUSH","0","1 (1.4%)","1 (0.8%)","0","VALUE",174,1,239,0
"Mild","0","1 (1.4%)","1 (0.8%)","0","VALUE",174,2,240,0
"HYPERTENSION","0","1 (1.4%)","1 (0.8%)","1 (1.7%)","VALUE",175,1,240,1
"Mild","0","1 (1.4%)","1 (0.8%)","0","VALUE",175,2,241,0
"Moderate","0","0","0","1 (1.7%)","VALUE",175,2,242,0
"HYPOTENSION","0","1 (1.4%)","1 (0.8%)","2 (3.4%)","VALUE",176,1,242,1
"Mild","0","1 (1.4%)","1 (0.8%)","1 (1.7%)","VALUE",176,2,243,0
"Moderate","0","0","0","1 (1.7%)","VALUE",176,2,244,0
"WOUND HAEMORRHAGE","1 (1.9%)","0","1 (0.8%)","0","VALUE",177,1,244,1
"Moderate","1 (1.9%)","0","1 (0.8%)","0","VALUE",177,2,245,0
"ORTHOSTATIC HYPOTENSION","0","0","0","1 (1.7%)","VALUE",178,1,245,1
"Mild","0","0","0","1 (1.7%)","VALUE",178,2,246,0
"Ear and labyrinth disorders","1 (1.9%)","2 (2.7%)","3 (2.4%)","1 (1.7%)","VALUE",179,0,246,1
"VERTIGO","1 (1.9%)","1 (1.4%)","2 (1.6%)","0","VALUE",179,1,247,0
"Moderate","1 (1.9%)","1 (1.4%)","2 (1.6%)","0","VALUE",179,2,248,0
"CERUMEN IMPACTION","0","1 (1.4%)","1 (0.8%)","0","VALUE",180,1,248,1
"Mild","0","1 (1.4%)","1 (0.8%)","0","VALUE",180,2,249,0
"EAR PAIN","0","0","0","1 (1.7%)","VALUE",181,1,249,1
"Mild","0","0","0","1 (1.7%)","VALUE",181,2,250,0
"Eye disorders","1 (1.9%)","2 (2.7%)","3 (2.4%)","2 (3.4%)","VALUE",182,0,250,1
"VISION BLURRED","1 (1.9%)","1 (1.4%)","2 (1.6%)","0","VALUE",182,1,251,0
"Mild","0","1 (1.4%)","1 (0.8%)","0","VALUE",182,2,252,0
"Moderate","1 (1.9%)","0","1 (0.8%)","0","VALUE",182,2,253,0
"CONJUNCTIVAL HAEMORRHAGE","0","1 (1.4%)","1 (0.8%)","0","VALUE",183,1,253,1
"Moderate","0","1 (1.4%)","1 (0.8%)","0","VALUE",183,2,254,0
"CONJUNCTIVITIS","0","0","0","1 (1.7%)","VALUE",184,1,254,1
"Moderate","0","0","0","1 (1.7%)","VALUE",184,2,255,0
"EYE ALLERGY","0","0","0","1 (1.7%)","VALUE",185,1,255,1
"Mild","0","0","0","1 (1.7%)","VALUE",185,2,256,0
"EYE PRURITUS","0","0","0","1 (1.7%)","VALUE",186,1,256,1
"Mild","0","0","0","1 (1.7%)","VALUE",186,2,257,0
"EYE SWELLING","0","0","0","1 (1.7%)","VALUE",187,1,257,1
"Mild","0","0","0","1 (1.7%)","VALUE",187,2,258,0
"Reproductive system and breast disorders","3 (5.7%)","0","3 (2.4%)","3 (5.1%)","VALUE",188,0,258,1
"ABNORMAL UTERINE BLEEDING","1 (1.9%)","0","1 (0.8%)","0","VALUE",188,1,259,0
"Mild","1 (1.9%)","0","1 (0.8%)","0","VALUE",188,2,260,0
"BENIGN PROSTATIC HYPERPLASIA","1 (1.9%)","0","1 (0.8%)","1 (1.7%)","VALUE",189,1,260,1
"Moderate","1 (1.9%)","0","1 (0.8%)","0","VALUE",189,2,261,0
"Severe","0","0","0","1 (1.7%)","VALUE",189,2,262,0
"ERECTILE DYSFUNCTION","1 (1.9%)","0","1 (0.8%)","1 (1.7%)","VALUE",190,1,262,1
"Mild","1 (1.9%)","0","1 (0.8%)","1 (1.7%)","VALUE",190,2,263,0
"PELVIC PAIN","0","0","0","1 (1.7%)","VALUE",191,1,263,1
"Mild","0","0","0","1 (1.7%)","VALUE",191,2,264,0
"Congenital, familial and genetic disorders","1 (1.9%)","1 (1.4%)","2 (1.6%)","0","VALUE",192,0,264,1
"VENTRICULAR SEPTAL DEFECT","1 (1.9%)","1 (1.4%)","2 (1.6%)","0","VALUE",192,1,265,0
"Mild","1 (1.9%)","0","1 (0.8%)","0","VALUE",192,2,266,0
"Moderate","0","1 (1.4%)","1 (0.8%)","0","VALUE",192,2,267,0
"Neoplasms benign, malignant and unspecified (incl cysts and polyps)","1 (1.9%)","1 (1.4%)","2 (1.6%)","0","VALUE",193,0,267,1
"COLON CANCER","0","1 (1.4%)","1 (0.8%)","0","VALUE",193,1,268,0
"Severe","0","1 (1.4%)","1 (0.8%)","0","VALUE",193,2,269,0
"PROSTATE CANCER","1 (1.9%)","0","1 (0.8%)","0","VALUE",194,1,269,1
"Severe","1 (1.9%)","0","1 (0.8%)","0","VALUE",194,2,270,0
"Endocrine disorders","0","1 (1.4%)","1 (0.8%)","1 (1.7%)","VALUE",195,0,270,1
"BLEEDING ANOVULATORY","0","1 (1.4%)","1 (0.8%)","1 (1.7%)","VALUE",195,1,271,0
"Mild","0","1 (1.4%)","1 (0.8%)","1 (1.7%)","VALUE",195,2,272,0
"Metabolism and nutrition disorders","1 (1.9%)","0","1 (0.8%)","2 (3.4%)","VALUE",196,0,272,1
"INCREASED APPETITE","1 (1.9%)","0","1 (0.8%)","0","VALUE",196,1,273,0
"Mild","1 (1.9%)","0","1 (0.8%)","0","VALUE",196,2,274,0
"DECREASED APPETITE","0","0","0","1 (1.7%)","VALUE",197,1,274,1
"Moderate","0","0","0","1 (1.7%)","VALUE",197,2,275,0
"DEHYDRATION","0","0","0","1 (1.7%)","VALUE",198,1,275,1
"Mild","0","0","0","1 (1.7%)","VALUE",198,2,276,0
"Surgical and medical procedures","1 (1.9%)","0","1 (0.8%)","2 (3.4%)","VALUE",199,0,276,1
"ACROCHORDON EXCISION","1 (1.9%)","0","1 (0.8%)","0","VALUE",199,1,277,0
"Mild","1 (1.9%)","0","1 (0.8%)","0","VALUE",199,2,278,0
"CATARACT OPERATION","0","0","0","1 (1.7%)","VALUE",200,1,278,1
"Moderate","0","0","0","1 (1.7%)","VALUE",200,2,279,0
"EYE LASER SURGERY","0","0","0","1 (1.7%)","VALUE",201,1,279,1
"Mild","0","0","0","1 (1.7%)","VALUE",201,2,280,0
